Id,MSSubClass,MSZoning,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,ExterCond,Foundation,BsmtFinSF2,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,PoolArea,YrSold,SaleType,SaleCondition,SalePrice,Bathrooms,PorchSF
713,120,RL,4671,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,HdBoard,Gd,TA,PConc,0,Gd,Y,1228,0,2,1,1,2,0,2008,WD,Normal,189000,2,120
714,190,RL,9873,AllPub,Inside,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,TA,TA,CBlock,0,TA,N,960,0,3,1,0,2,0,2006,WD,Normal,129000,1,288
715,60,RL,13517,AllPub,CulDSac,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Gd,TA,CBlock,0,Ex,Y,725,754,3,1,0,2,0,2010,WD,Normal,130500,3,44
716,20,RL,10140,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,HdBoard,TA,TA,CBlock,0,TA,Y,1350,0,3,1,1,2,0,2009,WD,Normal,165000,2,0
717,70,RM,10800,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,Wd Sdng,TA,Gd,BrkTil,0,Ex,Y,1576,978,3,1,0,2,0,2007,WD,Normal,159500,2,191
718,20,RL,10000,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,TA,TA,CBlock,0,Gd,Y,1178,0,3,1,1,2,0,2008,WD,Normal,157000,2,0
719,60,RL,10542,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,Gd,TA,PConc,0,Ex,Y,1325,1093,3,1,1,3,0,2008,WD,Normal,341000,3,370
720,20,RL,9920,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,971,0,3,1,1,1,0,2006,WD,Normal,128500,2,0
721,120,RL,6563,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,Gd,TA,PConc,0,TA,Y,1742,0,2,1,1,2,0,2006,WD,Normal,275000,2,262
722,120,RM,4426,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,848,0,1,1,0,2,0,2010,WD,Normal,143000,1,0
723,20,RL,8120,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,TA,Gd,CBlock,0,Ex,Y,864,0,3,1,0,2,0,2009,WD,Normal,124500,1,0
724,50,RL,8172,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,TA,TA,PConc,0,Ex,Y,997,473,4,1,0,1,0,2008,WD,Normal,135000,2,0
725,20,RL,13286,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,Ex,TA,PConc,0,Ex,Y,1698,0,3,1,1,3,0,2009,WD,Normal,320000,2,64
726,20,RL,6960,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,TA,TA,CBlock,239,TA,Y,864,0,3,1,0,2,0,2009,WD,Normal,120500,1,0
727,20,RL,21695,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Gd,Gd,CBlock,0,Ex,Y,1680,0,3,1,1,2,0,2009,WD,Normal,222000,2,44
728,20,RL,7314,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1232,0,2,1,0,2,0,2009,WD,Normal,194500,2,0
729,90,RL,11475,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,TA,TA,CBlock,0,TA,Y,1776,0,4,2,0,3,0,2009,COD,Abnorml,110000,2,25
730,30,RM,6240,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,TA,TA,CBlock,0,TA,Y,848,0,2,1,0,2,0,2009,WD,Normal,103000,1,135
731,120,RL,5389,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,Gd,TA,PConc,0,Ex,Y,1616,0,2,1,1,2,0,2010,WD,Normal,236500,2,152
732,80,RL,9590,AllPub,Corner,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1146,0,3,1,1,2,0,2007,WD,Normal,187500,2,22
733,60,RL,11404,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1153,878,3,1,1,2,0,2008,WD,Normal,222500,3,84
734,20,RL,10000,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,TA,TA,CBlock,0,Ex,Y,1144,0,3,1,1,1,0,2009,WD,Normal,131400,1,0
735,20,RL,8978,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,TA,TA,PConc,0,TA,Y,948,0,3,1,0,1,0,2007,WD,Family,108000,1,0
736,75,RM,10800,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,TA,TA,BrkTil,0,Fa,N,880,888,2,1,2,2,0,2006,WD,Normal,163000,2,341
737,90,RL,8544,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,TA,TA,CBlock,0,Gd,N,1040,0,2,2,0,2,0,2006,WD,Normal,93500,2,0
738,60,RL,10463,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,901,900,3,1,1,3,0,2006,WD,Normal,239900,3,116
739,90,RL,10800,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1200,0,3,1,0,0,0,2009,WD,Alloca,179000,3,0
740,60,RL,9313,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,864,864,3,1,0,2,0,2009,WD,Normal,190000,3,56
741,70,RM,9600,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,TA,Gd,BrkTil,0,Ex,Y,768,664,2,1,0,2,0,2007,WD,Abnorml,132000,2,112
742,20,RL,6768,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,TA,Gd,CBlock,0,Gd,Y,912,0,3,1,0,1,0,2008,WD,Normal,142000,1,0
743,20,RL,8450,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,1349,0,3,1,0,2,0,2007,WD,Normal,179000,2,55
744,80,RL,12886,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,TA,TA,CBlock,0,Ex,Y,1464,0,3,1,1,2,0,2009,WD,Normal,175000,2,0
745,120,RL,5395,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,Gd,TA,PConc,0,Gd,Y,1337,0,2,1,1,2,0,2008,WD,Normal,180000,2,70
746,60,RL,8963,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,Ex,Gd,CBlock,80,Ex,Y,1175,1540,4,1,2,2,0,2008,WD,Normal,299800,4,204
747,60,RL,8795,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,980,1276,4,1,1,2,0,2009,WD,Normal,236000,3,54
748,70,RM,11700,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Gd,TA,Stone,0,TA,N,1320,1320,4,1,1,4,0,2009,WD,Normal,265979,2,386
749,20,RL,10593,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1720,0,3,1,1,2,0,2010,WD,Normal,260400,2,210
750,50,RL,8405,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,TA,TA,Slab,0,TA,N,1088,441,4,1,0,1,0,2009,WD,Normal,98000,2,185
751,50,RM,8800,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,TA,TA,BrkTil,0,Gd,Y,792,348,3,1,0,0,0,2010,WD,Normal,96500,1,160
752,60,RL,7750,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,660,660,3,1,0,2,0,2007,WD,Normal,162000,3,48
753,20,RL,9236,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,TA,Gd,PConc,0,Ex,Y,1494,0,3,1,0,2,0,2006,WD,Normal,217000,2,27
754,60,RL,10240,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,0,Gd,Y,1038,1060,3,1,1,3,0,2006,WD,Normal,275500,3,52
755,20,RL,7930,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,Plywood,TA,TA,CBlock,472,Gd,Y,1026,0,3,1,0,2,0,2009,WD,Normal,156000,1,48
756,160,FV,3230,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,TA,TA,PConc,0,Gd,Y,742,729,3,1,0,2,0,2009,WD,Normal,172500,3,24
757,60,RL,10769,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,866,902,3,1,0,2,0,2009,WD,Normal,212000,3,105
758,60,RL,11616,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,TA,TA,CBlock,0,TA,Y,672,714,3,1,1,2,0,2010,WD,Abnorml,158900,3,0
759,160,FV,2280,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,TA,TA,PConc,0,Gd,Y,757,744,3,1,0,2,0,2008,WD,Normal,179400,3,0
760,60,RL,12257,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,Gd,TA,PConc,64,Ex,Y,1328,1203,4,1,1,3,0,2007,WD,Normal,290000,3,98
761,20,RL,9100,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,TA,TA,CBlock,0,Ex,Y,864,0,2,1,0,1,0,2009,WD,Normal,127500,1,0
762,30,RM,6911,AllPub,FR2,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,TA,TA,PConc,0,TA,Y,1301,0,2,1,0,2,0,2009,WD,Normal,100000,1,0
763,60,FV,8640,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,764,783,3,1,0,2,0,2010,Con,Normal,215200,3,45
764,60,RL,9430,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1268,1097,3,1,1,3,0,2009,WD,Normal,337000,3,128
765,120,RL,9549,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,Gd,Gd,PConc,1057,Ex,Y,1494,0,2,1,1,2,0,2006,WD,Normal,270000,2,30
766,20,RL,14587,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1506,0,2,1,1,2,0,2008,New,Partial,264132,2,174
767,60,RL,10421,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,980,734,3,1,1,2,0,2010,WD,Normal,196500,3,222
768,50,RL,12508,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,TA,TA,CBlock,0,Ex,Y,983,767,4,1,0,1,0,2008,WD,Normal,160000,2,156
769,20,RL,9100,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,Gd,TA,PConc,0,Ex,Y,1836,0,3,1,1,2,0,2006,WD,Normal,216837,2,33
770,60,RL,53504,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Ex,TA,PConc,0,Ex,Y,1690,1589,4,1,1,3,0,2010,WD,Normal,538000,4,36
771,85,RL,7252,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,Wd Sdng,TA,TA,CBlock,0,TA,Y,858,0,2,1,0,2,0,2009,WD,Normal,134900,1,0
772,20,RL,8877,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,TA,TA,CBlock,0,TA,Y,1220,0,2,1,0,2,0,2006,COD,Normal,102000,1,0
773,80,RL,7819,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,Plywood,TA,TA,CBlock,127,TA,Y,1117,0,3,1,1,2,0,2010,WD,Abnorml,107000,1,0
774,20,RL,10150,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,912,0,2,1,0,1,0,2007,COD,Normal,114500,1,0
775,20,RL,14226,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,Gd,TA,PConc,0,Gd,Y,1973,0,3,1,1,3,0,2007,New,Partial,395000,2,45
776,120,RM,4500,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,TA,TA,PConc,0,Ex,Y,1204,0,2,1,0,2,0,2009,WD,Normal,162000,2,247
777,20,RL,11210,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1614,0,3,1,0,3,0,2006,New,Partial,221500,2,59
778,20,RL,13350,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,HdBoard,TA,TA,CBlock,0,TA,Y,894,0,3,1,1,2,0,2006,WD,Normal,142500,1,0
779,90,RH,8400,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,Plywood,TA,TA,Slab,0,TA,Y,2020,0,4,2,2,2,0,2007,WD,Normal,144000,2,0
780,90,RL,10530,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,TA,TA,CBlock,0,TA,Y,1004,0,2,1,0,2,0,2006,WD,Normal,135000,1,0
781,20,RL,7875,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,HdBoard,TA,TA,PConc,0,Gd,Y,1253,0,3,1,1,2,0,2007,WD,Normal,176000,2,21
782,60,RL,7153,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,VinylSd,Gd,Gd,PConc,0,Ex,Y,810,793,3,1,0,2,0,2006,WD,Normal,175900,3,124
783,20,RL,16285,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1430,0,3,1,0,2,0,2009,WD,Normal,187100,2,33
784,85,RL,9101,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,Plywood,TA,Gd,PConc,0,Ex,Y,1110,0,1,1,1,2,0,2009,WD,Normal,165500,1,30
785,75,RM,6300,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,742,742,3,1,1,0,0,2008,WD,Normal,128000,2,425
786,20,RL,9790,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,BrkFace,TA,TA,CBlock,630,TA,Y,1342,0,3,1,1,2,0,2009,WD,Normal,161500,2,0
787,50,RM,10800,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,MetalSd,TA,Gd,PConc,0,TA,Y,966,686,4,1,0,1,0,2010,WD,Normal,139000,2,196
788,60,RL,10142,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,956,1128,4,1,0,2,0,2010,WD,Normal,233000,3,45
789,20,RM,6000,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,MetalSd,TA,TA,CBlock,0,Ex,Y,901,0,2,1,0,1,0,2008,WD,Normal,107900,1,0
790,60,RL,12205,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,TA,TA,CBlock,0,Gd,Y,976,1111,5,1,0,2,0,2007,WD,Normal,187500,3,168
791,120,RL,3182,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1145,0,2,1,1,2,0,2009,WD,Normal,160200,2,16
792,80,RL,11333,AllPub,Corner,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,TA,TA,PConc,0,TA,Y,1062,0,3,1,2,2,0,2007,WD,Normal,146800,1,0
793,60,RL,9920,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,1127,886,3,1,1,2,0,2007,WD,Normal,269790,3,130
794,20,RL,9158,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,Gd,TA,PConc,0,Ex,Y,1496,0,3,1,0,2,0,2007,New,Partial,225000,2,130
795,60,RL,10832,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,1086,809,3,1,1,2,0,2008,WD,Normal,194500,3,46
796,60,RL,8400,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,888,676,3,1,1,2,0,2010,WD,Normal,171000,3,50
797,20,RL,8197,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,TA,TA,CBlock,0,Ex,Y,1285,0,3,1,1,2,0,2007,WD,Normal,143500,2,0
798,20,RL,7677,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,VinylSd,TA,TA,CBlock,0,Gd,Y,773,0,2,1,0,1,0,2008,WD,Abnorml,110000,1,0
799,60,RL,13518,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,Ex,TA,PConc,0,Ex,Y,1966,1174,4,1,2,3,0,2009,New,Partial,485000,4,78
800,50,RL,7200,AllPub,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,TA,TA,BrkTil,0,Ex,Y,981,787,3,1,2,1,0,2007,WD,Normal,175000,2,264
801,60,RL,12798,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,TA,TA,PConc,0,Gd,Y,616,1072,4,1,0,2,0,2008,WD,Normal,200000,3,299
802,30,RM,4800,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,MetalSd,TA,TA,CBlock,0,Ex,Y,1196,0,2,1,0,2,0,2007,WD,Normal,109900,1,0
803,60,RL,8199,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,WdShing,Gd,TA,PConc,0,Ex,Y,728,728,3,1,1,2,0,2008,WD,Normal,189000,3,18
804,60,RL,13891,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,Ex,TA,PConc,0,Ex,Y,1734,1088,4,1,1,3,0,2009,New,Partial,582933,4,170
805,20,RL,9000,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,TA,TA,CBlock,0,TA,Y,1128,0,2,1,0,1,0,2006,WD,Family,118000,1,0
806,20,RL,12274,AllPub,FR2,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1428,0,3,1,0,2,0,2008,New,Partial,227680,2,60
807,80,RL,9750,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,VinylSd,TA,TA,PConc,480,Gd,Y,980,0,3,1,0,1,0,2006,WD,Normal,135500,2,0
808,70,RL,21384,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,Wd Sdng,TA,TA,CBlock,0,Ex,Y,1072,504,3,1,1,2,0,2009,WD,Normal,223500,2,312
809,80,RL,13400,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,TA,TA,CBlock,128,TA,Y,1086,0,3,1,1,2,0,2006,WD,Normal,159950,1,0
810,75,RM,8100,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,AsbShng,TA,TA,PConc,0,TA,N,1075,1063,2,3,0,2,0,2009,WD,Normal,106000,2,156
811,20,RL,10140,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,TA,TA,CBlock,377,Fa,Y,1309,0,3,1,1,2,648,2006,WD,Normal,181000,2,0
812,120,RM,4438,AllPub,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,848,0,1,1,1,2,0,2008,ConLD,Normal,144500,1,0
813,20,C (all),8712,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,Wd Sdng,Fa,TA,CBlock,0,TA,N,1044,0,2,1,0,2,0,2010,WD,Alloca,55993,1,0
814,20,RL,9750,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,MetalSd,TA,TA,CBlock,0,Gd,Y,1442,0,4,1,0,1,0,2007,COD,Normal,157900,2,275
815,50,RL,8248,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,TA,TA,BrkTil,0,Gd,Y,686,564,3,1,0,1,0,2006,WD,Normal,116000,2,96
816,20,RL,12137,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,0,Ex,Y,1661,0,3,1,0,2,0,2010,WD,Normal,224900,2,34
817,20,RL,11425,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,BrkFace,TA,TA,CBlock,0,Gd,Y,1008,0,2,1,1,1,0,2006,WD,Normal,137000,1,120
818,20,RL,13265,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CemntBd,Gd,TA,PConc,0,Ex,Y,1689,0,3,1,2,3,0,2008,WD,Normal,271000,2,59
819,80,RL,8816,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,HdBoard,TA,TA,CBlock,0,Gd,Y,1052,0,3,1,0,2,0,2010,WD,Normal,155000,1,0
820,120,RL,6371,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1358,0,2,1,1,2,0,2010,New,Partial,224000,2,35
821,60,RL,7226,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,798,842,3,1,0,2,0,2008,WD,Normal,183000,3,45
822,20,RM,6000,AllPub,Inside,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,Fa,TA,CBlock,0,TA,N,936,0,2,1,0,2,0,2009,WD,Normal,93000,1,144
823,60,RL,12394,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,847,886,3,1,1,2,0,2007,WD,Family,225000,3,48
824,50,RL,9900,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,VinylSd,TA,TA,BrkTil,0,TA,Y,944,545,3,1,1,1,0,2009,WD,Normal,139500,2,0
825,20,FV,11216,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1489,0,3,1,1,2,0,2006,New,Partial,232600,2,140
826,20,RL,14803,AllPub,Inside,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CemntBd,Ex,TA,PConc,0,Ex,Y,2084,0,2,1,1,3,0,2008,New,Partial,385000,2,45
827,45,RM,6130,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,TA,TA,BrkTil,0,Gd,Y,784,0,2,1,0,0,0,2008,WD,Normal,109500,1,116
828,20,RL,8529,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,Gd,TA,PConc,0,Ex,Y,1434,0,3,1,1,2,0,2009,WD,Normal,189000,2,39
829,60,RL,28698,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Plywood,TA,TA,PConc,764,TA,Y,1160,966,3,1,0,2,0,2009,WD,Abnorml,185000,3,0
830,160,FV,2544,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,MetalSd,Gd,TA,PConc,0,Ex,Y,520,623,2,1,0,2,0,2006,WD,Normal,147400,3,166
831,20,RL,11900,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,HdBoard,TA,TA,CBlock,0,TA,Y,1392,0,3,1,2,2,0,2008,WD,Normal,166000,2,0
832,160,FV,3180,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,TA,TA,PConc,0,Ex,Y,520,600,2,1,0,2,0,2006,WD,Normal,151000,3,166
